business_id,0,1,2,3,4,5,6,7,8,9
PfOCPjBrlQAnz__NXj9h_w,0.6493539808177369,0.06663436329658463,0.14999410696614798,0.5459401018399032,0.758612728857126,0.8046141964564333,-0.05775376756895511,0.33328398068092197,-0.02885781283089757,-0.07222677892287682
l09JfMeQ6ynYs5MCJtrcmQ,0.3861959217700485,0.43008560133217705,0.8068461545250633,-0.02492988859096334,0.39307435473611074,0.37536937886795113,0.7166430330114011,0.4567074274667159,0.09980242276338351,0.8614914637358047
Gu-xs3NIQTj3Mj2xYoN2aw,0.34419622405448586,0.6020808657330212,0.3324108880709469,0.0184930793566605,0.38983306999521394,0.7299256071917603,0.909627021841375,0.6078894511468491,0.5898913344316399,0.4144249640865073
rDMptJYWtnMhpQu_rRXHng,0.1368178501493744,0.7195650267465717,0.3922589293771793,0.10134074469444981,0.3458900962866818,0.44087958609921907,0.4033214046279085,0.7871764487568598,0.7057491394204289,0.7652677364210172
1WBkAuQg81kokZIPMpn9Zg,0.6616586194952464,0.9035516202095903,0.6180221225067383,0.07066132196578873,0.3993993722798223,0.8223973556417411,0.12094275459253197,0.21464667314826646,1.1347218276489532,0.4882233968033874
EJFdWX908N8Yc2XG0Lky8A,0.151586887043252,0.16905713995072655,0.6274329270994383,0.9139880762370945,0.6477304643479934,0.7181910717105836,0.46782082332233554,0.7882206653127488,0.37543792311841134,0.4173935800438493
VXH7zXcZzXlmAVN8GSjGRQ,0.7078537338327495,0.7483412997980945,0.27445530149181047,0.6599127308653671,0.5349066103541039,0.5486134597620099,0.048202851249873356,0.7598880915120824,0.26872475995412787,0.5834458880882787
F0fEKpTk7gAmuSFI0KW1eQ,0.008560950703336468,0.7147727920490318,0.5624105059140261,0.35182521194391997,0.31865674060316007,0.1701669267469301,0.6709999263144812,0.18025397587988679,-0.023180113936386304,0.7969773290650168
T5CdfrZWw-uW9Y5L_sddqQ,0.7976026712838272,0.009826761287445378,0.6765614147444748,0.06272091398331826,0.33139341742040745,0.20750380443167935,0.2740510748706823,0.29930076720669035,0.23354446113705776,-0.05477727605989514
5q6Xh-UcJa78bp6dzyaE7w,0.7261759650567774,0.6254883870154799,0.8563380840101509,0.2983909677962103,0.5747163390919825,0.39291865505992785,0.6598912739218865,0.9276412170276449,1.0723678912097998,0.1859207047819455
MTH-AcNyWfsBa9sXp04HcQ,0.3677338708875712,1.023150623395432,0.45724980029115747,0.11446427651826052,1.0354446954847265,0.4507331798795198,0.2857119484024817,0.5651401159460736,0.4280490505535202,0.3775454469204362
