business_id,0,1,2,3,4,5,6,7,8,9
PfOCPjBrlQAnz__NXj9h_w,0.1858374596028759,0.2576075536857056,0.4799926827847786,0.6148808338734357,0.3905491604000627,0.19223462284654236,0.7630222477355543,-0.1948881047913793,0.284463937647221,0.5037814879487892
l09JfMeQ6ynYs5MCJtrcmQ,0.4136897500477433,0.8884753112760301,-0.031059293561934438,0.8194501162964885,0.23503932908710015,0.7898826339330058,0.7402419582371754,0.4449093333010942,0.1033328483794389,0.2769585083028568
Gu-xs3NIQTj3Mj2xYoN2aw,0.6888718592692872,0.6089645615456487,0.6207373734349465,0.6959464768531708,0.15734849523533517,0.40445149350777637,0.6400080052415414,0.4727101054953455,0.7346320367952804,-0.06627947945364342
rDMptJYWtnMhpQu_rRXHng,0.07049179265397297,0.1970039763324486,0.5100969414742187,0.053826976299277685,0.4208242048218369,0.2878776800948878,0.042372694217513,0.9141309028328268,0.6372729383095962,0.6329561011503505
1WBkAuQg81kokZIPMpn9Zg,0.6556508372377988,-0.014801770419557044,0.8758233996150933,0.27213763628111753,0.9157090270438432,0.36245267442847895,0.6201806664536679,0.7783192741105992,0.5600088722026462,0.5881701662959316
EJFdWX908N8Yc2XG0Lky8A,0.9702305919938703,0.5435915833896781,0.21432874643715474,1.1253994728761547,1.089972290576758,0.40588355886327165,1.083776599577691,0.627449088580742,0.2032287580905629,0.6330901996426904
VXH7zXcZzXlmAVN8GSjGRQ,0.8460121230619977,0.09917646919399926,0.08028766614721647,0.6395500052501781,0.7162727119822677,0.23219277087291373,0.4271626445651023,0.513417677978921,0.10141684109063823,0.41031001891401325
F0fEKpTk7gAmuSFI0KW1eQ,0.252105771717935,0.4746863486964318,0.6624696400736416,0.4840159617522964,0.7690577364390684,0.06276034697561439,0.16133128300492106,0.78389237178976,0.3251792555499802,0.35418573987803986
T5CdfrZWw-uW9Y5L_sddqQ,0.11647535972560494,0.8654321940787483,0.15119283846903409,0.6588621168182839,-0.010985758596480627,0.38448202501428375,0.6566513951164823,0.8723515364963181,0.17462076060348766,0.0021825335392576667
5q6Xh-UcJa78bp6dzyaE7w,0.6360234607529116,0.6355431163128663,0.25862725514638596,0.4122447333266388,0.6615847576780067,0.6579310496816425,0.08174216266168627,0.8938292303343287,0.8138659061674032,0.8697834754872532
MTH-AcNyWfsBa9sXp04HcQ,0.10589157683794462,0.6529286016923336,1.0090844451224867,0.18721350728345884,0.7241409339343938,0.823727674023508,0.3182357458625692,0.5450475577221411,0.16686034544746242,0.8286465109517369
nigYwB_m1TQ1WosjSWi-Hw,0.20095932258046229,1.1448865416711627,0.40250177563008727,0.8353033489857954,0.6370166308141229,0.3457831652466994,0.09338297635231069,1.1464086223463081,0.27178466374781746,0.8159289384561723
t8yi2l7pZF43Rlf9_lHdDA,0.6765961229163726,0.2835359386741529,0.9726420279402519,0.8928069943229975,0.28622682751273426,0.3517383554386966,0.0999928814790497,-0.07234638673879534,0.5516210936941751,0.6258366799802999
5GAXZ7gJ81TSR0-Q6AMp_A,0.4774683425430879,1.0740523638777124,0.45780870052880746,0.5299752766881392,0.04954310252705197,0.27119317538685656,1.089621334504038,0.5841325807153418,0.925234408395211,0.07940675332020523
ww_MXl-qDLeYdYTZZ9KWbA,0.6051573353267047,0.4008478971273761,0.8197328563132686,1.0762527586176809,1.0285527429686516,0.3835777281520865,1.0702904046471104,0.36846051295971616,0.3368930737828779,0.5282995565843082
dPxZI9lrKTl5dvFfnb1_Ig,0.704113212827366,0.8210258932459852,0.5500957770227619,0.4656437633619131,0.6464495502644464,0.6205801979290724,0.7233557499733353,0.9559689425628879,0.5735929075934589,0.21553298824011724
